run_id,model,traj,pos,changed_factor,ngl,ub,t,ctk,mmp,fa,moe_cpu_frac,status,tok_s,stddev_ts,reps_tok_s,wall_s,settle_s,free_ram_gb_pre,temp_pre,sm_mhz_pre,mem_mhz_pre,vram_mib_pre,power_w_pre,temp_post,sm_mhz_post,mem_mhz_post,vram_mib_post,power_w_post,ts_utc,cmd
f675920a99a52520,7B,3,3,t,19,512,1,f16,0,0,,ok,7.249403,0.07731,"[7.338, 7.2146, 7.1956]",55.3,35.4,12.44,52,139,405,393,8.78,56,1468,4006,393,30.41,2026-08-16 14:50:48 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 512 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
94ef8db1c8ba5b4f,7B,3,4,ctk,19,512,1,q8_0,0,0,,ok,7.368032,0.028457,"[7.3798, 7.3887, 7.3356]",54.4,30.4,12.48,51,139,405,393,8.97,56,1657,4006,393,33.49,2026-08-16 14:52:13 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 512 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
4f777dfc4e8389ba,7B,3,5,ub,19,2048,1,q8_0,0,0,,ok,7.318403,0.069229,"[7.3681, 7.3478, 7.2393]",54.8,30.4,12.48,51,139,405,392,9.07,56,1468,4006,393,30.51,2026-08-16 14:53:39 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 2048 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
4ef6ea8a397c382a,7B,3,6,ngl,0,2048,1,q8_0,0,0,,ok,3.112376,0.003896,"[3.1163, 3.1085, 3.1123]",126.0,30.4,12.43,52,139,405,393,8.69,45,139,405,393,8.78,2026-08-16 14:56:15 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 2048 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
24536360d4d444ac,7B,4,0,base,9,2048,1,f16,1,0,,ok,4.463205,0.005291,"[4.4585, 4.4621, 4.4689]",89.3,30.4,12.43,44,139,405,392,8.59,49,1506,4006,393,30.41,2026-08-16 14:58:15 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 0 -n 128 -p 0 -r 3 -o json
79308feb08713d34,7B,4,1,mmp,9,2048,1,f16,0,0,,ok,4.45111,0.017457,"[4.4531, 4.4327, 4.4675]",88.9,30.4,12.43,47,139,405,396,8.20,51,1506,4006,394,30.61,2026-08-16 15:00:15 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
828ba28cd7274613,7B,4,2,ctk,9,2048,1,q8_0,0,0,,ok,4.462068,0.021,"[4.4558, 4.4449, 4.4855]",88.6,30.4,12.43,48,139,405,396,8.77,52,1506,4006,396,30.61,2026-08-16 15:02:14 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
45ac40d54e046c4e,7B,4,3,t,9,2048,3,q8_0,0,0,,ok,8.116083,0.217213,"[8.3649, 7.9644, 8.0189]",49.8,30.4,12.44,49,139,405,396,8.59,51,898,3802,396,26.00,2026-08-16 15:03:35 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
3406b0a44c31bc2f,7B,4,4,fa,9,2048,3,q8_0,0,1,,ok,8.106599,0.201213,"[8.3304, 7.9407, 8.0486]",49.8,30.4,12.44,47,139,405,396,8.78,50,898,3802,396,25.83,2026-08-16 15:04:56 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 2048 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
e7941522ec1d1809,7B,4,5,ub,9,512,3,q8_0,0,1,,ok,8.139602,0.209724,"[8.3789, 8.0521, 7.9878]",49.6,30.4,12.47,46,139,405,396,8.68,49,898,3802,396,25.71,2026-08-16 15:06:16 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 512 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
812cd66d5bb2a9cc,7B,4,6,ngl,99,512,3,q8_0,0,1,,ok,20.559642,0.039736,"[20.5993, 20.5198, 20.5598]",20.8,30.4,12.46,46,139,405,394,8.40,60,1847,4006,396,39.14,2026-08-16 15:07:08 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 512 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
d12cfb69c7eb144f,7B,5,0,base,0,128,2,f16,1,0,,ok,5.675399,0.015228,"[5.6847, 5.6578, 5.6837]",69.9,30.4,12.45,50,139,405,396,8.78,46,139,405,396,9.07,2026-08-16 15:08:48 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 0 -n 128 -p 0 -r 3 -o json
76bc423ab0af03e7,7B,5,1,fa,0,128,2,f16,1,1,,ok,5.723586,0.016357,"[5.7238, 5.7398, 5.7071]",69.3,30.3,12.43,44,139,405,394,8.30,42,139,405,396,8.88,2026-08-16 15:10:28 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
e21fa8067ffbc210,7B,5,2,t,0,128,4,f16,1,1,,ok,6.92641,0.030142,"[6.8918, 6.9472, 6.9402]",57.3,30.3,12.45,41,139,405,396,8.68,40,139,405,394,9.07,2026-08-16 15:11:57 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
cd34212c7807a7ff,7B,5,3,ub,0,1024,4,f16,1,1,,ok,6.967329,0.019009,"[6.9798, 6.9767, 6.9455]",57.0,30.3,12.45,40,139,405,394,8.11,39,139,405,394,8.88,2026-08-16 15:13:24 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
b148369ea708e480,7B,5,4,ngl,19,1024,4,f16,1,1,,ok,13.052995,0.020911,"[13.0303, 13.0715, 13.0572]",32.4,30.4,12.45,39,139,405,394,8.68,49,1873,4006,394,37.99,2026-08-16 15:14:27 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
8d88197c1b930bf8,7B,5,5,mmp,19,1024,4,f16,0,1,,ok,13.126933,0.065512,"[13.1834, 13.0551, 13.1423]",31.4,30.4,12.45,44,139,405,394,8.87,54,1873,4006,394,38.84,2026-08-16 15:15:30 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
78fff2137aebc16c,7B,5,6,ctk,19,1024,4,q8_0,0,1,,ok,12.561599,0.061724,"[12.5578, 12.6252, 12.5019]",32.8,30.4,12.45,47,139,405,394,8.40,57,1873,4006,394,39.33,2026-08-16 15:16:33 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
7683ac8eefaefcbe,7B,6,0,base,19,128,1,f16,1,1,,ok,7.428857,0.045221,"[7.4454, 7.4635, 7.3777]",55.0,30.4,12.41,50,139,405,394,8.87,55,1506,4006,394,30.80,2026-08-16 15:17:59 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 128 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
e1a18eb674a1da2a,7B,6,1,mmp,19,128,1,f16,0,1,,ok,7.489601,0.01464,"[7.4974, 7.4727, 7.4987]",53.5,35.4,12.42,52,708,810,394,10.60,57,1657,4006,394,33.20,2026-08-16 15:19:28 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 128 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
dd4eca3c4edc89af,7B,6,2,ngl,0,128,1,f16,0,1,,ok,3.182697,0.002262,"[3.1802, 3.1834, 3.1845]",123.3,30.3,12.43,52,139,405,394,9.26,44,139,405,396,8.59,2026-08-16 15:22:02 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
e8d7049c637bed72,7B,6,3,ctk,0,128,1,q8_0,0,1,,ok,3.158654,0.006578,"[3.1644, 3.1601, 3.1515]",124.2,30.3,12.45,42,139,405,396,8.01,39,139,405,396,8.78,2026-08-16 15:24:37 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
f3c2f19b435e99a5,7B,6,4,t,0,128,3,q8_0,0,1,,ok,6.741797,0.019466,"[6.7584, 6.7204, 6.7466]",59.4,30.3,12.42,39,139,405,396,8.20,38,139,405,396,8.20,2026-08-16 15:26:08 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 128 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
07c86920b275e5ba,7B,6,5,ub,0,1024,3,q8_0,0,1,,ok,6.704961,0.022338,"[6.7149, 6.6794, 6.7206]",59.7,30.3,12.43,38,139,405,396,7.44,38,139,405,396,8.59,2026-08-16 15:27:38 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 1024 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
ad2ad2ba133ef672,7B,6,6,fa,0,1024,3,q8_0,0,0,,ok,6.608755,0.021957,"[6.5884, 6.6058, 6.632]",60.5,30.4,12.44,37,139,405,394,8.01,37,139,405,394,8.59,2026-08-16 15:29:09 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 1024 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
4dd9ebcc6639fcaf,7B,7,0,base,19,128,1,q8_0,0,1,,ok,6.365169,0.360015,"[6.7794, 6.1889, 6.1273]",62.7,30.4,12.47,37,139,405,394,8.11,42,860,3802,398,25.33,2026-08-16 15:30:43 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 128 -t 1 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
8ae3ae6ba0c38cfe,7B,7,1,ctk,19,128,1,f16,0,1,,ok,7.338957,0.081161,"[7.4104, 7.3558, 7.2507]",54.6,30.3,12.48,40,139,405,398,7.82,47,1468,4006,398,29.55,2026-08-16 15:32:08 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 128 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
5d7226f45160628b,7B,7,2,ub,19,1024,1,f16,0,1,,ok,7.425035,0.089409,"[7.4813, 7.4719, 7.3219]",54.0,30.3,12.48,44,139,405,394,8.59,50,1468,4006,394,29.75,2026-08-16 15:33:33 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 1 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
d55b8ff6d3603f12,7B,7,3,t,19,1024,3,f16,0,1,,ok,12.846726,0.032515,"[12.8556, 12.8739, 12.8107]",32.2,30.4,12.48,46,139,405,394,8.88,56,1873,4006,394,38.57,2026-08-16 15:34:36 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
b33106162e0332d7,7B,7,4,fa,19,1024,3,f16,0,0,,ok,12.58276,0.078683,"[12.532, 12.6734, 12.5429]",32.7,30.4,12.48,49,139,405,394,8.69,58,1847,4006,394,38.66,2026-08-16 15:35:40 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 19 -ub 1024 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
4162b7e7827a5a48,7B,7,5,ngl,0,1024,3,f16,0,0,,ok,6.59002,0.020428,"[6.578, 6.6136, 6.5785]",60.7,30.4,12.47,51,139,405,394,8.78,47,139,405,394,9.16,2026-08-16 15:37:11 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 1024 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
243b1118e5848dbc,7B,7,6,mmp,0,1024,3,f16,1,0,,ok,6.619631,0.022278,"[6.609, 6.6452, 6.6046]",60.0,30.3,12.49,45,139,405,394,8.59,43,139,405,394,8.88,2026-08-16 15:38:42 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 0 -ub 1024 -t 3 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 0 -n 128 -p 0 -r 3 -o json
6924e721fecf27c1,7B,8,0,base,99,1024,4,q8_0,0,0,,ok,22.485898,0.011964,"[22.487, 22.4973, 22.4734]",19.3,30.4,12.45,42,139,405,394,8.40,56,1860,4006,394,38.37,2026-08-16 15:39:32 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
7bb7933695db290f,7B,8,1,fa,99,1024,4,q8_0,0,1,,ok,20.259007,0.032132,"[20.2853, 20.2685, 20.2232]",21.1,30.3,12.45,47,139,405,394,8.68,61,1847,4006,394,39.33,2026-08-16 15:40:24 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 0 -fa 1 -n 128 -p 0 -r 3 -o json
eeb5bba6ba81e43e,7B,8,2,mmp,99,1024,4,q8_0,1,1,,ok,20.258662,0.020969,"[20.2829, 20.2469, 20.2463]",22.4,30.4,12.47,51,139,405,394,8.97,62,1847,4006,394,39.33,2026-08-16 15:41:17 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
241d268e456a2c88,7B,8,3,ngl,9,1024,4,q8_0,1,1,,ok,8.305326,0.17355,"[8.5024, 8.1751, 8.2385]",48.7,30.4,12.47,52,139,405,394,9.16,52,885,3802,394,25.92,2026-08-16 15:42:36 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
1e672db39eb789cc,7B,8,4,ctk,9,1024,4,f16,1,1,,ok,8.635065,0.429317,"[9.0622, 8.6393, 8.2036]",47.1,30.4,12.46,48,139,405,394,8.97,51,898,3802,394,25.91,2026-08-16 15:43:54 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
851be560b9593a73,7B,8,5,t,9,1024,2,f16,1,1,,ok,7.191547,0.124437,"[7.333, 7.1424, 7.0991]",56.1,30.4,12.47,48,139,405,394,8.49,50,898,3802,394,25.91,2026-08-16 15:45:21 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
64f08d418facd29e,7B,8,6,ub,9,128,2,f16,1,1,,ok,7.229267,0.167921,"[7.4177, 7.1746, 7.0955]",55.8,30.4,12.47,47,139,405,394,9.07,49,898,3802,394,25.63,2026-08-16 15:46:48 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
114aa16c2644b3bf,7B,9,0,base,9,128,2,f16,0,0,,ok,7.14016,0.152152,"[7.3142, 7.0741, 7.0322]",56.3,30.4,12.47,46,139,405,394,8.59,48,898,3802,396,25.63,2026-08-16 15:48:15 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 128 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
d0c044ea86d01f20,7B,9,1,ub,9,1024,2,f16,0,0,,ok,7.078763,0.090854,"[7.1823, 7.0417, 7.0123]",56.7,30.3,12.47,46,139,405,396,8.20,48,885,3802,396,25.81,2026-08-16 15:49:42 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 2 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
54755314006e7287,7B,9,2,t,9,1024,4,f16,0,0,,ok,8.342694,0.179795,"[8.5503, 8.2364, 8.2414]",48.6,30.3,12.48,46,139,405,396,7.91,48,885,3802,396,25.91,2026-08-16 15:51:02 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 9 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
d47d69d272106f24,7B,9,3,ngl,99,1024,4,f16,0,0,,ok,22.172771,0.067491,"[22.2282, 22.0976, 22.1925]",19.5,30.3,12.48,45,139,405,396,8.11,59,1835,4006,396,38.37,2026-08-16 15:51:52 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 0 -fa 0 -n 128 -p 0 -r 3 -o json
80c616767d051d9b,7B,9,4,mmp,99,1024,4,f16,1,0,,ok,22.118247,0.027624,"[22.1425, 22.124, 22.0882]",20.9,30.4,12.48,49,139,405,396,8.11,61,1847,4006,396,39.33,2026-08-16 15:52:44 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk f16 -ctv f16 -b 2048 -mmp 1 -fa 0 -n 128 -p 0 -r 3 -o json
8c45ed8bd4901612,7B,9,5,ctk,99,1024,4,q8_0,1,0,,ok,22.275731,0.048922,"[22.3305, 22.2602, 22.2365]",20.8,30.3,12.48,52,139,405,396,8.40,63,1822,4006,396,38.95,2026-08-16 15:53:35 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 1 -fa 0 -n 128 -p 0 -r 3 -o json
acce923a76c79aed,7B,9,6,fa,99,1024,4,q8_0,1,1,,ok,20.118594,0.045822,"[20.0657, 20.1444, 20.1457]",22.6,35.4,12.47,52,139,405,396,9.26,64,1847,4006,396,39.99,2026-08-16 15:54:34 UTC,C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen2.5-7B-Instruct-Q4_K_M.gguf -ngl 99 -ub 1024 -t 4 -ctk q8_0 -ctv f16 -b 2048 -mmp 1 -fa 1 -n 128 -p 0 -r 3 -o json
9f5188cdb7398ff0,30B,0,0,base,16,128,3,q8_0,1,1,0.917,ok,5.633995,3.314703,"[2.0131, 6.3702, 8.5187]",109.9,30.4,12.9,47,139,405,394,8.97,45,949,4006,394,26.38,2026-08-16 15:58:48 UTC,"C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen3-30B-A3B-Q2_K.gguf -ngl 16 -ub 128 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 1 -fa 1 -ot ""blk\.(4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47)\.ffn_.*_exps\.=CPU"" -n 128 -p 0 -r 3 -o json"
78bd390b7945cfed,30B,0,1,moe_cpu_frac,16,128,3,q8_0,1,1,0.75,ok,13.865268,0.51582,"[13.2698, 14.1744, 14.1516]",29.4,30.4,12.88,43,139,405,394,8.40,45,885,4006,394,26.19,2026-08-16 15:59:48 UTC,"C:/Users/Federico/Documents/evo-compress/tools/llamacpp-b10098/llama-bench.exe -m D:/evo-compress-data/gguf/Qwen3-30B-A3B-Q2_K.gguf -ngl 16 -ub 128 -t 3 -ctk q8_0 -ctv f16 -b 2048 -mmp 1 -fa 1 -ot ""blk\.(12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47)\.ffn_.*_exps\.=CPU"" -n 128 -p 0 -r 3 -o json"
