21:56:32 precomputing expected outputs for 113 tasks
21:59:07 precomputing expected outputs for 113 tasks
22:01:11 precomputing expected outputs for 113 tasks
22:01:55 [pilot] np=2: 442.1 tok/s aggregate (1.2s)
22:02:13 [pilot] np=4: 439.5 tok/s aggregate (2.3s)
22:02:32 [pilot] np=8: 509.4 tok/s aggregate (4.0s)
22:02:52 [pilot] np=12: 664.2 tok/s aggregate (4.6s)
22:03:14 [pilot] np=16: 564.7 tok/s aggregate (7.3s)
22:03:17 [pilot] chosen k=16 (peak 664.2, rule: largest np with >=0.8x peak)
22:31:58   [C_7B_lanes] 84/113 Mbpp/724 PASS (6.2s, trunc 0/16)
22:32:07   [C_7B_lanes] 85/113 Mbpp/726 PASS (8.1s, trunc 0/16)
22:32:29   [C_7B_lanes] 86/113 Mbpp/739 fail (22.3s, trunc 0/16)
22:32:42   [C_7B_lanes] 87/113 Mbpp/74 fail (12.8s, trunc 0/16)
22:32:56   [C_7B_lanes] 88/113 Mbpp/742 PASS (13.9s, trunc 0/16)
22:33:14   [C_7B_lanes] 89/113 Mbpp/744 PASS (18.8s, trunc 0/16)
22:33:24   [C_7B_lanes] 90/113 Mbpp/748 PASS (10.1s, trunc 0/16)
22:33:58   [C_7B_lanes] 91/113 Mbpp/752 PASS (34.0s, trunc 0/16)
22:34:10   [C_7B_lanes] 92/113 Mbpp/759 fail (11.8s, trunc 0/16)
22:34:15   [C_7B_lanes] 93/113 Mbpp/760 PASS (4.5s, trunc 0/16)
22:34:44   [C_7B_lanes] 94/113 Mbpp/765 fail (28.9s, trunc 0/16)
22:35:01   [C_7B_lanes] 95/113 Mbpp/770 PASS (17.7s, trunc 0/16)
22:35:20   [C_7B_lanes] 96/113 Mbpp/771 fail (19.0s, trunc 0/16)
22:35:27   [C_7B_lanes] 97/113 Mbpp/772 PASS (6.8s, trunc 0/16)
22:35:45   [C_7B_lanes] 98/113 Mbpp/773 PASS (18.0s, trunc 0/16)
22:36:15   [C_7B_lanes] 99/113 Mbpp/780 fail (29.5s, trunc 0/16)
22:36:24   [C_7B_lanes] 100/113 Mbpp/781 PASS (9.5s, trunc 0/16)
22:36:36   [C_7B_lanes] 101/113 Mbpp/782 PASS (12.3s, trunc 0/16)
22:36:48   [C_7B_lanes] 102/113 Mbpp/786 PASS (11.4s, trunc 0/16)
22:36:53   [C_7B_lanes] 103/113 Mbpp/796 PASS (4.7s, trunc 0/16)
22:37:13   [C_7B_lanes] 104/113 Mbpp/8 PASS (20.3s, trunc 0/16)
22:37:17   [C_7B_lanes] 105/113 Mbpp/800 PASS (3.8s, trunc 0/16)
22:37:22   [C_7B_lanes] 106/113 Mbpp/804 PASS (5.7s, trunc 0/16)
22:37:28   [C_7B_lanes] 107/113 Mbpp/807 PASS (5.9s, trunc 0/16)
22:37:50   [C_7B_lanes] 108/113 Mbpp/82 PASS (21.7s, trunc 0/16)
22:37:56   [C_7B_lanes] 109/113 Mbpp/89 PASS (6.2s, trunc 0/16)
22:38:14   [C_7B_lanes] 110/113 Mbpp/9 PASS (17.5s, trunc 0/16)
22:38:22   [C_7B_lanes] 111/113 Mbpp/90 PASS (8.8s, trunc 0/16)
22:38:30   [C_7B_lanes] 112/113 Mbpp/93 PASS (7.4s, trunc 0/16)
22:38:36   [C_7B_lanes] 113/113 Mbpp/94 PASS (6.3s, trunc 0/16)
22:38:40 [gpu C_7B_lanes post] 69, 1455 MHz, 510 MiB
22:38:40 [C_7B_lanes] 86/113 = 76.1%  median 12.0s/task
22:38:40 [gpu A_30B_single pre] 69, 1455 MHz, 510 MiB
22:39:18 [A_30B_single] server up: D:/evo-compress-data/gguf\Qwen3-Coder-30B-A3B-Instruct-Q2_K_L.gguf -ngl 99 -ot blk\.(15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|
22:39:22   [A_30B_single] 1/113 Mbpp/101 PASS (4.4s, trunc 0/1)
22:39:26   [A_30B_single] 2/113 Mbpp/108 PASS (3.2s, trunc 0/1)
22:39:31   [A_30B_single] 3/113 Mbpp/11 fail (5.9s, trunc 0/1)
22:39:35   [A_30B_single] 4/113 Mbpp/113 fail (3.1s, trunc 0/1)
22:39:38   [A_30B_single] 5/113 Mbpp/116 PASS (3.3s, trunc 0/1)
22:39:39   [A_30B_single] 6/113 Mbpp/118 PASS (1.4s, trunc 0/1)
22:39:41   [A_30B_single] 7/113 Mbpp/12 PASS (1.9s, trunc 0/1)
22:39:48   [A_30B_single] 8/113 Mbpp/126 fail (7.0s, trunc 0/1)
22:39:54   [A_30B_single] 9/113 Mbpp/131 PASS (6.3s, trunc 0/1)
22:40:03   [A_30B_single] 10/113 Mbpp/137 PASS (8.9s, trunc 0/1)
22:40:06   [A_30B_single] 11/113 Mbpp/167 PASS (2.8s, trunc 0/1)
22:40:09   [A_30B_single] 12/113 Mbpp/168 PASS (3.2s, trunc 0/1)
22:40:15   [A_30B_single] 13/113 Mbpp/170 PASS (5.3s, trunc 0/1)
22:40:16   [A_30B_single] 14/113 Mbpp/227 PASS (1.6s, trunc 0/1)
22:40:22   [A_30B_single] 15/113 Mbpp/233 PASS (5.3s, trunc 0/1)
22:40:28   [A_30B_single] 16/113 Mbpp/235 fail (6.4s, trunc 0/1)
